BuildingIndex,Year,Month,Day,Hour,Quarter,P1(Humidity),P2(WindSpeed),P3(Temp),P4(CloudCover),P5(Rain),P6(SolarIrradiation),generation
1,2019,2,6,0,0,40,0.1,3.7,4,0,0,0
1,2019,2,6,0,1,49,1.6,1.6,4,0,0,0
1,2019,2,6,0,2,49,1.6,1.6,4,0,0,0
1,2019,2,6,0,3,49,1.6,1.6,4,0,0,0
1,2019,2,6,1,0,49,1.6,1.6,4,0,0,0
1,2019,2,6,1,1,54,0.6,1.7,4,0,0,0
1,2019,2,6,1,2,54,0.6,1.7,4,0,0,0
1,2019,2,6,1,3,54,0.6,1.7,4,0,0,0
1,2019,2,6,2,0,54,0.6,1.7,4,0,0,0
1,2019,2,6,2,1,62,0.1,1.3,4,0,0,0
1,2019,2,6,2,2,62,0.1,1.3,4,0,0,0
1,2019,2,6,2,3,62,0.1,1.3,4,0,0,0
1,2019,2,6,3,0,62,0.1,1.3,4,0,0,0
1,2019,2,6,3,1,59,0.2,0.8,4,0,0,0
1,2019,2,6,3,2,59,0.2,0.8,4,0,0,0
1,2019,2,6,3,3,59,0.2,0.8,4,0,0,0
1,2019,2,6,4,0,59,0.2,0.8,4,0,0,0
1,2019,2,6,4,1,60,1.1,0.2,2,0,0,0
1,2019,2,6,4,2,60,1.1,0.2,2,0,0,0
1,2019,2,6,4,3,60,1.1,0.2,2,0,0,0
1,2019,2,6,5,0,60,1.1,0.2,2,0,0,0
1,2019,2,6,5,1,57,0.9,0.2,1,0,0,0
1,2019,2,6,5,2,57,0.9,0.2,1,0,0,0
1,2019,2,6,5,3,57,0.9,0.2,1,0,0,0
1,2019,2,6,6,0,57,0.9,0.2,1,0,0,0
1,2019,2,6,6,1,61,0.9,-0.6,3,0,0,0
1,2019,2,6,6,2,61,0.9,-0.6,3,0,0,0
1,2019,2,6,6,3,61,0.9,-0.6,3,0,0,0
1,2019,2,6,7,0,61,0.9,-0.6,3,0,0,0
1,2019,2,6,7,1,61,0.9,-0.6,3,0,0,0
1,2019,2,6,7,2,61,0.9,-0.6,3,0,0,0.4
1,2019,2,6,7,3,61,0.9,-0.6,3,0,0,0.4
1,2019,2,6,8,0,61,0.9,-0.6,3,0,0,0.8
1,2019,2,6,8,1,60,1.7,0.9,1,0,0.48,2.8
1,2019,2,6,8,2,60,1.7,0.9,1,0,0.48,3.6
1,2019,2,6,8,3,60,1.7,0.9,1,0,0.48,5.2
1,2019,2,6,9,0,60,1.7,0.9,1,0,0.48,6.8
1,2019,2,6,9,1,44,0.3,5.4,1,0,1.18,7.6
1,2019,2,6,9,2,44,0.3,5.4,1,0,1.18,9.2
1,2019,2,6,9,3,44,0.3,5.4,1,0,1.18,10
1,2019,2,6,10,0,44,0.3,5.4,1,0,1.18,10.8
1,2019,2,6,10,1,32,1.1,7.7,1,0,1.74,12
1,2019,2,6,10,2,32,1.1,7.7,1,0,1.74,12.4
1,2019,2,6,10,3,32,1.1,7.7,1,0,1.74,13.2
1,2019,2,6,11,0,32,1.1,7.7,1,0,1.74,14
1,2019,2,6,11,1,28,2,9.9,2,0,2.15,14.4
1,2019,2,6,11,2,28,2,9.9,2,0,2.15,14.4
1,2019,2,6,11,3,28,2,9.9,2,0,2.15,15.6
1,2019,2,6,12,0,28,2,9.9,2,0,2.15,15.2
1,2019,2,6,12,1,21,1.3,11.3,2,0,2.21,15.6
1,2019,2,6,12,2,21,1.3,11.3,2,0,2.21,15.2
1,2019,2,6,12,3,21,1.3,11.3,2,0,2.21,14.4
1,2019,2,6,13,0,21,1.3,11.3,2,0,2.21,14.8
1,2019,2,6,13,1,16,0.6,12.1,2,0,1.72,13.6
1,2019,2,6,13,2,16,0.6,12.1,2,0,1.72,9.2
1,2019,2,6,13,3,16,0.6,12.1,2,0,1.72,8.4
1,2019,2,6,14,0,16,0.6,12.1,2,0,1.72,14
1,2019,2,6,14,1,13,1.5,14,2,0,1.73,12.8
1,2019,2,6,14,2,13,1.5,14,2,0,1.73,11.6
1,2019,2,6,14,3,13,1.5,14,2,0,1.73,8.8
1,2019,2,6,15,0,13,1.5,14,2,0,1.73,9.2
1,2019,2,6,15,1,16,2.3,13.8,3,0,1.25,10.4
1,2019,2,6,15,2,16,2.3,13.8,3,0,1.25,9.2
1,2019,2,6,15,3,16,2.3,13.8,3,0,1.25,6
1,2019,2,6,16,0,16,2.3,13.8,3,0,1.25,3.2
1,2019,2,6,16,1,17,2.7,13.7,3,0,0.48,3.2
1,2019,2,6,16,2,17,2.7,13.7,3,0,0.48,2.8
1,2019,2,6,16,3,17,2.7,13.7,3,0,0.48,2
1,2019,2,6,17,0,17,2.7,13.7,3,0,0.48,1.6
1,2019,2,6,17,1,19,1.8,12.2,3,0,0.09,0.8
1,2019,2,6,17,2,19,1.8,12.2,3,0,0.09,0
1,2019,2,6,17,3,19,1.8,12.2,3,0,0.09,0
1,2019,2,6,18,0,19,1.8,12.2,3,0,0.09,0
1,2019,2,6,18,1,23,0.2,10.6,2,0,0,0
1,2019,2,6,18,2,23,0.2,10.6,2,0,0,0
1,2019,2,6,18,3,23,0.2,10.6,2,0,0,0
1,2019,2,6,19,0,23,0.2,10.6,2,0,0,0
1,2019,2,6,19,1,29,0.3,9.3,4,0,0,0
1,2019,2,6,19,2,29,0.3,9.3,4,0,0,0
1,2019,2,6,19,3,29,0.3,9.3,4,0,0,0
1,2019,2,6,20,0,29,0.3,9.3,4,0,0,0
1,2019,2,6,20,1,34,0.2,8.3,3,0,0,0
1,2019,2,6,20,2,34,0.2,8.3,3,0,0,0
1,2019,2,6,20,3,34,0.2,8.3,3,0,0,0
1,2019,2,6,21,0,34,0.2,8.3,3,0,0,0
1,2019,2,6,21,1,39,0.4,7,4,0,0,0
1,2019,2,6,21,2,39,0.4,7,4,0,0,0
1,2019,2,6,21,3,39,0.4,7,4,0,0,0
1,2019,2,6,22,0,39,0.4,7,4,0,0,0
1,2019,2,6,22,1,42,0.2,6.4,4,0,0,0
1,2019,2,6,22,2,42,0.2,6.4,4,0,0,0
1,2019,2,6,22,3,42,0.2,6.4,4,0,0,0
1,2019,2,6,23,0,42,0.2,6.4,4,0,0,0
1,2019,2,6,23,1,42,0.2,6.4,4,0,0,0
1,2019,2,6,23,2,42,0.2,6.4,4,0,0,0
1,2019,2,6,23,3,42,0.2,6.4,4,0,0,0
1,2019,2,7,0,0,42,0.2,6.4,4,0,0,0
1,2019,2,7,0,1,52,0.5,5,4,0,0,0
1,2019,2,7,0,2,52,0.5,5,4,0,0,0
1,2019,2,7,0,3,52,0.5,5,4,0,0,0
1,2019,2,7,1,0,52,0.5,5,4,0,0,0
1,2019,2,7,1,1,55,0.2,4.5,4,0,0,0
1,2019,2,7,1,2,55,0.2,4.5,4,0,0,0
1,2019,2,7,1,3,55,0.2,4.5,4,0,0,0
1,2019,2,7,2,0,55,0.2,4.5,4,0,0,0
1,2019,2,7,2,1,57,0.9,4.6,4,0,0,0
1,2019,2,7,2,2,57,0.9,4.6,4,0,0,0
1,2019,2,7,2,3,57,0.9,4.6,4,0,0,0
1,2019,2,7,3,0,57,0.9,4.6,4,0,0,0
1,2019,2,7,3,1,59,0.7,5,4,0,0,0
1,2019,2,7,3,2,59,0.7,5,4,0,0,0
1,2019,2,7,3,3,59,0.7,5,4,0,0,0
1,2019,2,7,4,0,59,0.7,5,4,0,0,0
1,2019,2,7,4,1,62,0.1,4.3,4,0,0,0
1,2019,2,7,4,2,62,0.1,4.3,4,0,0,0
1,2019,2,7,4,3,62,0.1,4.3,4,0,0,0
1,2019,2,7,5,0,62,0.1,4.3,4,0,0,0
1,2019,2,7,5,1,64,0.1,4.3,4,0,0,0
1,2019,2,7,5,2,64,0.1,4.3,4,0,0,0
1,2019,2,7,5,3,64,0.1,4.3,4,0,0,0
1,2019,2,7,6,0,64,0.1,4.3,4,0,0,0
1,2019,2,7,6,1,65,0.7,4.7,4,0,0,0
1,2019,2,7,6,2,65,0.7,4.7,4,0,0,0
1,2019,2,7,6,3,65,0.7,4.7,4,0,0,0
1,2019,2,7,7,0,65,0.7,4.7,4,0,0,0
1,2019,2,7,7,1,68,1.3,4.7,3,0,0.01,0
1,2019,2,7,7,2,68,1.3,4.7,3,0,0.01,0
1,2019,2,7,7,3,68,1.3,4.7,3,0,0.01,0.4
1,2019,2,7,8,0,68,1.3,4.7,3,0,0.01,1.2
1,2019,2,7,8,1,64,1.3,6.2,3,0,0.32,1.2
1,2019,2,7,8,2,64,1.3,6.2,3,0,0.32,2.4
1,2019,2,7,8,3,64,1.3,6.2,3,0,0.32,2
1,2019,2,7,9,0,64,1.3,6.2,3,0,0.32,1.6
1,2019,2,7,9,1,63,4.1,8.2,4,0,0.43,0.8
1,2019,2,7,9,2,63,4.1,8.2,4,0,0.43,3.2
1,2019,2,7,9,3,63,4.1,8.2,4,0,0.43,2.8
1,2019,2,7,10,0,63,4.1,8.2,4,0,0.43,0.8
1,2019,2,7,10,1,55,5.4,7.4,4,0,0.46,2
1,2019,2,7,10,2,55,5.4,7.4,4,0,0.46,2.8
1,2019,2,7,10,3,55,5.4,7.4,4,0,0.46,4.8
1,2019,2,7,11,0,55,5.4,7.4,4,0,0.46,4.8
1,2019,2,7,11,1,48,5.5,6.8,4,0,1.08,5.6
1,2019,2,7,11,2,48,5.5,6.8,4,0,1.08,4.4
1,2019,2,7,11,3,48,5.5,6.8,4,0,1.08,5.6
1,2019,2,7,12,0,48,5.5,6.8,4,0,1.08,8
1,2019,2,7,12,1,34,4.6,7.6,3,0,1.8,11.6
1,2019,2,7,12,2,34,4.6,7.6,3,0,1.8,16
1,2019,2,7,12,3,34,4.6,7.6,3,0,1.8,14
1,2019,2,7,13,0,34,4.6,7.6,3,0,1.8,13.6
1,2019,2,7,13,1,32,5,7,4,0,1.75,13.6
1,2019,2,7,13,2,32,5,7,4,0,1.75,10.8
1,2019,2,7,13,3,32,5,7,4,0,1.75,8
1,2019,2,7,14,0,32,5,7,4,0,1.75,6.4
1,2019,2,7,14,1,31,5.5,6.3,4,0,0.99,6.8
1,2019,2,7,14,2,31,5.5,6.3,4,0,0.99,4.8
1,2019,2,7,14,3,31,5.5,6.3,4,0,0.99,4
1,2019,2,7,15,0,31,5.5,6.3,4,0,0.99,4
1,2019,2,7,15,1,27,5.4,6.2,3,0,0.77,3.6
1,2019,2,7,15,2,27,5.4,6.2,3,0,0.77,4.4
1,2019,2,7,15,3,27,5.4,6.2,3,0,0.77,5.2
1,2019,2,7,16,0,27,5.4,6.2,3,0,0.77,5.2
1,2019,2,7,16,1,19,5.6,5.2,2,0,0.63,4.4
1,2019,2,7,16,2,19,5.6,5.2,2,0,0.63,4
1,2019,2,7,16,3,19,5.6,5.2,2,0,0.63,3.6
1,2019,2,7,17,0,19,5.6,5.2,2,0,0.63,2
1,2019,2,7,17,1,16,5.2,3.9,1,0,0.17,2
1,2019,2,7,17,2,16,5.2,3.9,1,0,0.17,1.2
1,2019,2,7,17,3,16,5.2,3.9,1,0,0.17,0
1,2019,2,7,18,0,16,5.2,3.9,1,0,0.17,0
1,2019,2,7,18,1,19,2.9,2.5,1,0,0,0
1,2019,2,7,18,2,19,2.9,2.5,1,0,0,0
1,2019,2,7,18,3,19,2.9,2.5,1,0,0,0
1,2019,2,7,19,0,19,2.9,2.5,1,0,0,0
1,2019,2,7,19,1,19,4.4,1.6,1,0,0,0
1,2019,2,7,19,2,19,4.4,1.6,1,0,0,0
1,2019,2,7,19,3,19,4.4,1.6,1,0,0,0
1,2019,2,7,20,0,19,4.4,1.6,1,0,0,0
1,2019,2,7,20,1,20,4.3,0.6,2,0,0,0
1,2019,2,7,20,2,20,4.3,0.6,2,0,0,0
1,2019,2,7,20,3,20,4.3,0.6,2,0,0,0
1,2019,2,7,21,0,20,4.3,0.6,2,0,0,0
1,2019,2,7,21,1,21,4.2,-0.1,3,0,0,0
1,2019,2,7,21,2,21,4.2,-0.1,3,0,0,0
1,2019,2,7,21,3,21,4.2,-0.1,3,0,0,0
1,2019,2,7,22,0,21,4.2,-0.1,3,0,0,0
1,2019,2,7,22,1,26,3.6,-1,2,0,0,0
1,2019,2,7,22,2,26,3.6,-1,2,0,0,0
1,2019,2,7,22,3,26,3.6,-1,2,0,0,0
1,2019,2,7,23,0,26,3.6,-1,2,0,0,0
1,2019,2,7,23,1,26,3.6,-1,2,0,0,0
1,2019,2,7,23,2,26,3.6,-1,2,0,0,0
1,2019,2,7,23,3,26,3.6,-1,2,0,0,0
1,2019,2,8,0,0,26,3.6,-1,2,0,0,0
1,2019,2,8,0,1,30,3.1,-2.5,4,0,0,0
1,2019,2,8,0,2,30,3.1,-2.5,4,0,0,0
1,2019,2,8,0,3,30,3.1,-2.5,4,0,0,0
1,2019,2,8,1,0,30,3.1,-2.5,4,0,0,0
1,2019,2,8,1,1,31,5.2,-3.2,3,0,0,0
1,2019,2,8,1,2,31,5.2,-3.2,3,0,0,0
1,2019,2,8,1,3,31,5.2,-3.2,3,0,0,0
1,2019,2,8,2,0,31,5.2,-3.2,3,0,0,0
1,2019,2,8,2,1,32,3.9,-3.5,3,0,0,0
1,2019,2,8,2,2,32,3.9,-3.5,3,0,0,0
1,2019,2,8,2,3,32,3.9,-3.5,3,0,0,0
1,2019,2,8,3,0,32,3.9,-3.5,3,0,0,0
1,2019,2,8,3,1,33,5.1,-3.9,3,0,0,0
1,2019,2,8,3,2,33,5.1,-3.9,3,0,0,0
1,2019,2,8,3,3,33,5.1,-3.9,3,0,0,0
1,2019,2,8,4,0,33,5.1,-3.9,3,0,0,0
1,2019,2,8,4,1,31,3.5,-3.9,4,0,0,0
1,2019,2,8,4,2,31,3.5,-3.9,4,0,0,0
1,2019,2,8,4,3,31,3.5,-3.9,4,0,0,0
1,2019,2,8,5,0,31,3.5,-3.9,4,0,0,0
1,2019,2,8,5,1,30,4.2,-4,4,0,0,0
1,2019,2,8,5,2,30,4.2,-4,4,0,0,0
1,2019,2,8,5,3,30,4.2,-4,4,0,0,0
1,2019,2,8,6,0,30,4.2,-4,4,0,0,0
1,2019,2,8,6,1,28,3.1,-3.9,4,0,0,0
1,2019,2,8,6,2,28,3.1,-3.9,4,0,0,0
1,2019,2,8,6,3,28,3.1,-3.9,4,0,0,0
1,2019,2,8,7,0,28,3.1,-3.9,4,0,0,0
1,2019,2,8,7,1,30,2.1,-3.5,4,0,0,0
1,2019,2,8,7,2,30,2.1,-3.5,4,0,0,0
1,2019,2,8,7,3,30,2.1,-3.5,4,0,0,0
1,2019,2,8,8,0,30,2.1,-3.5,4,0,0,0.4
1,2019,2,8,8,1,28,1.7,-3.4,4,0,0.17,0.8
1,2019,2,8,8,2,28,1.7,-3.4,4,0,0.17,0.8
1,2019,2,8,8,3,28,1.7,-3.4,4,0,0.17,1.2
1,2019,2,8,9,0,28,1.7,-3.4,4,0,0.17,2.8
1,2019,2,8,9,1,25,1.5,-2.1,2,0,0.84,4.8
1,2019,2,8,9,2,25,1.5,-2.1,2,0,0.84,6.8
1,2019,2,8,9,3,25,1.5,-2.1,2,0,0.84,7.6
1,2019,2,8,10,0,25,1.5,-2.1,2,0,0.84,10.4
1,2019,2,8,10,1,22,1.5,-0.1,2,0,1.75,12.4
1,2019,2,8,10,2,22,1.5,-0.1,2,0,1.75,12.8
1,2019,2,8,10,3,22,1.5,-0.1,2,0,1.75,13.6
1,2019,2,8,11,0,22,1.5,-0.1,2,0,1.75,14
1,2019,2,8,11,1,19,1.6,0.8,2,0,2.13,14.4
1,2019,2,8,11,2,19,1.6,0.8,2,0,2.13,15.2
1,2019,2,8,11,3,19,1.6,0.8,2,0,2.13,15.2
1,2019,2,8,12,0,19,1.6,0.8,2,0,2.13,15.6
1,2019,2,8,12,1,16,1.3,2.8,1,0,2.31,16.4
1,2019,2,8,12,2,16,1.3,2.8,1,0,2.31,16.4
1,2019,2,8,12,3,16,1.3,2.8,1,0,2.31,16.4
1,2019,2,8,13,0,16,1.3,2.8,1,0,2.31,16.4
1,2019,2,8,13,1,20,1.4,3.5,1,0,2.22,16
1,2019,2,8,13,2,20,1.4,3.5,1,0,2.22,15.6
1,2019,2,8,13,3,20,1.4,3.5,1,0,2.22,14.8
1,2019,2,8,14,0,20,1.4,3.5,1,0,2.22,14.8
1,2019,2,8,14,1,23,0.9,4.8,1,0,1.92,14
1,2019,2,8,14,2,23,0.9,4.8,1,0,1.92,13.2
1,2019,2,8,14,3,23,0.9,4.8,1,0,1.92,12.8
1,2019,2,8,15,0,23,0.9,4.8,1,0,1.92,11.6
1,2019,2,8,15,1,16,0.9,4.8,1,0,1.33,10.4
1,2019,2,8,15,2,16,0.9,4.8,1,0,1.33,10
1,2019,2,8,15,3,16,0.9,4.8,1,0,1.33,6.8
1,2019,2,8,16,0,16,0.9,4.8,1,0,1.33,7.2
1,2019,2,8,16,1,15,0.8,4.3,1,0,0.69,5.6
1,2019,2,8,16,2,15,0.8,4.3,1,0,0.69,4
1,2019,2,8,16,3,15,0.8,4.3,1,0,0.69,2.8
1,2019,2,8,17,0,15,0.8,4.3,1,0,0.69,2
1,2019,2,8,17,1,17,1.6,3.5,1,0,0.12,1.2
1,2019,2,8,17,2,17,1.6,3.5,1,0,0.12,0.4
1,2019,2,8,17,3,17,1.6,3.5,1,0,0.12,0
1,2019,2,8,18,0,17,1.6,3.5,1,0,0.12,0
1,2019,2,8,18,1,17,1.9,2.6,2,0,0,0
1,2019,2,8,18,2,17,1.9,2.6,2,0,0,0
1,2019,2,8,18,3,17,1.9,2.6,2,0,0,0
1,2019,2,8,19,0,17,1.9,2.6,2,0,0,0
1,2019,2,8,19,1,23,1.2,2.1,3,0,0,0
1,2019,2,8,19,2,23,1.2,2.1,3,0,0,0
1,2019,2,8,19,3,23,1.2,2.1,3,0,0,0
1,2019,2,8,20,0,23,1.2,2.1,3,0,0,0
1,2019,2,8,20,1,29,0.3,1.2,3,0,0,0
1,2019,2,8,20,2,29,0.3,1.2,3,0,0,0
1,2019,2,8,20,3,29,0.3,1.2,3,0,0,0
1,2019,2,8,21,0,29,0.3,1.2,3,0,0,0
1,2019,2,8,21,1,28,0.2,0.9,4,0,0,0
1,2019,2,8,21,2,28,0.2,0.9,4,0,0,0
1,2019,2,8,21,3,28,0.2,0.9,4,0,0,0
1,2019,2,8,22,0,28,0.2,0.9,4,0,0,0
1,2019,2,8,22,1,30,0.8,0.5,4,0,0,0
1,2019,2,8,22,2,30,0.8,0.5,4,0,0,0
1,2019,2,8,22,3,30,0.8,0.5,4,0,0,0
1,2019,2,8,23,0,30,0.8,0.5,4,0,0,0
1,2019,2,8,23,1,30,0.8,0.5,4,0,0,0
1,2019,2,8,23,2,30,0.8,0.5,4,0,0,0
1,2019,2,8,23,3,30,0.8,0.5,4,0,0,0
1,2019,2,9,0,0,30,0.8,0.5,4,0,0,0
1,2019,2,9,0,1,37,0.1,0.2,4,0,0,0
1,2019,2,9,0,2,37,0.1,0.2,4,0,0,0
1,2019,2,9,0,3,37,0.1,0.2,4,0,0,0
1,2019,2,9,1,0,37,0.1,0.2,4,0,0,0
1,2019,2,9,1,1,37,0.2,0.2,4,0,0,0
1,2019,2,9,1,2,37,0.2,0.2,4,0,0,0
1,2019,2,9,1,3,37,0.2,0.2,4,0,0,0
1,2019,2,9,2,0,37,0.2,0.2,4,0,0,0
1,2019,2,9,2,1,21,2.5,0.8,4,0,0,0
1,2019,2,9,2,2,21,2.5,0.8,4,0,0,0
1,2019,2,9,2,3,21,2.5,0.8,4,0,0,0
1,2019,2,9,3,0,21,2.5,0.8,4,0,0,0
1,2019,2,9,3,1,21,2.1,0.6,4,0,0,0
1,2019,2,9,3,2,21,2.1,0.6,4,0,0,0
1,2019,2,9,3,3,21,2.1,0.6,4,0,0,0
1,2019,2,9,4,0,21,2.1,0.6,4,0,0,0
1,2019,2,9,4,1,21,2.2,0.4,4,0,0,0
1,2019,2,9,4,2,21,2.2,0.4,4,0,0,0
1,2019,2,9,4,3,21,2.2,0.4,4,0,0,0
1,2019,2,9,5,0,21,2.2,0.4,4,0,0,0
1,2019,2,9,5,1,18,3.6,-0.1,4,0,0,0
1,2019,2,9,5,2,18,3.6,-0.1,4,0,0,0
1,2019,2,9,5,3,18,3.6,-0.1,4,0,0,0
1,2019,2,9,6,0,18,3.6,-0.1,4,0,0,0
1,2019,2,9,6,1,18,2.8,-0.7,4,0,0,0
1,2019,2,9,6,2,18,2.8,-0.7,4,0,0,0
1,2019,2,9,6,3,18,2.8,-0.7,4,0,0,0
1,2019,2,9,7,0,18,2.8,-0.7,4,0,0,0
1,2019,2,9,7,1,20,4.4,-1,3,0,0.02,0
1,2019,2,9,7,2,20,4.4,-1,3,0,0.02,0
1,2019,2,9,7,3,20,4.4,-1,3,0,0.02,0.4
1,2019,2,9,8,0,20,4.4,-1,3,0,0.02,0.8
1,2019,2,9,8,1,25,3.9,-1.2,3,0,0.37,2
1,2019,2,9,8,2,25,3.9,-1.2,3,0,0.37,2.4
1,2019,2,9,8,3,25,3.9,-1.2,3,0,0.37,3.2
1,2019,2,9,9,0,25,3.9,-1.2,3,0,0.37,4.4
1,2019,2,9,9,1,30,5.6,-1.1,1,0,1.13,8
1,2019,2,9,9,2,30,5.6,-1.1,1,0,1.13,8.8
1,2019,2,9,9,3,30,5.6,-1.1,1,0,1.13,10
1,2019,2,9,10,0,30,5.6,-1.1,1,0,1.13,11.2
1,2019,2,9,10,1,29,5.4,-1.1,1,0,1.81,12.4
1,2019,2,9,10,2,29,5.4,-1.1,1,0,1.81,13.6
1,2019,2,9,10,3,29,5.4,-1.1,1,0,1.81,14.4
1,2019,2,9,11,0,29,5.4,-1.1,1,0,1.81,14.8
1,2019,2,9,11,1,27,4.7,1,1,0,2.2,15.2
1,2019,2,9,11,2,27,4.7,1,1,0,2.2,16
1,2019,2,9,11,3,27,4.7,1,1,0,2.2,16
1,2019,2,9,12,0,27,4.7,1,1,0,2.2,16.8
1,2019,2,9,12,1,19,6.2,1.3,1,0,2.41,17.6
